Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRI01,,Low Fat,0.034286,Soft Drinks,173.1422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5000.824
FDZ52,19.2,Low Fat,0.100482,Frozen Foods,111.8886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1667.829
FDK32,16.25,Regular,0.049052,Fruits and Vegetables,152.4682,OUT049,1999,Medium,Tier 1,Supermarket Type1,2439.491
FDK51,19.85,Low Fat,0.005231,Dairy,265.1884,OUT013,1987,High,Tier 3,Supermarket Type1,5034.78
FDP28,13.65,Regular,0.080625,Frozen Foods,259.6936,OUT035,2004,Small,Tier 2,Supermarket Type1,2087.949
DRZ24,7.535,Low Fat,0.081788,Soft Drinks,120.844,OUT046,1997,Small,Tier 1,Supermarket Type1,2157.192
FDG04,,Low Fat,0.010615,Frozen Foods,185.1898,OUT019,1985,Small,Tier 1,Grocery Store,374.1796
FDF58,,Low Fat,0.009535,Snack Foods,64.551,OUT027,1985,Medium,Tier 3,Supermarket Type3,1201.769
FDI21,5.59,Regular,0.056603,Snack Foods,63.2168,OUT046,1997,Small,Tier 1,Supermarket Type1,1725.754
FDZ43,11,Regular,0.057048,Fruits and Vegetables,240.4512,OUT035,2004,Small,Tier 2,Supermarket Type1,7028.185
FDI57,19.85,Low Fat,0.05411,Seafood,195.0768,OUT049,1999,Medium,Tier 1,Supermarket Type1,1970.768
FDV03,17.6,Low Fat,0.058209,Meat,153.6314,OUT045,2002,,Tier 2,Supermarket Type1,5274.468
FDT12,6.215,Regular,0.083057,Baking Goods,224.4062,OUT010,1998,,Tier 3,Grocery Store,225.7062
FDF29,15.1,Regular,0.020015,Frozen Foods,128.831,OUT018,2009,Medium,Tier 3,Supermarket Type2,1817.634
FDU02,13.35,low fat,0.102426,Dairy,230.6352,OUT013,1987,High,Tier 3,Supermarket Type1,5725.88
FDD23,9.5,Regular,0.048761,Starchy Foods,186.5898,OUT049,1999,Medium,Tier 1,Supermarket Type1,5238.514
FDN04,11.8,Regular,0,Frozen Foods,179.2344,OUT035,2004,Small,Tier 2,Supermarket Type1,2141.213
FDG29,17.6,Low Fat,0.056281,Frozen Foods,40.3454,OUT035,2004,Small,Tier 2,Supermarket Type1,796.9626
FDK51,19.85,Low Fat,0.008763,Dairy,266.6884,OUT010,1998,,Tier 3,Grocery Store,264.9884
FDB53,13.35,Low Fat,0.139669,Frozen Foods,147.6392,OUT049,1999,Medium,Tier 1,Supermarket Type1,1938.81
DRI23,18.85,Low Fat,0.137973,Hard Drinks,158.4578,OUT017,2007,,Tier 2,Supermarket Type1,1444.12
FDP57,17.5,Low Fat,0,Snack Foods,102.999,OUT046,1997,Small,Tier 1,Supermarket Type1,2992.771
FDY57,20.2,reg,0.12194,Snack Foods,95.3752,OUT017,2007,,Tier 2,Supermarket Type1,1150.502
NCT42,5.88,Low Fat,0.024926,Household,149.9392,OUT049,1999,Medium,Tier 1,Supermarket Type1,1491.392
FDZ21,,Regular,0.039032,Snack Foods,95.641,OUT027,1985,Medium,Tier 3,Supermarket Type3,1737.738
FDC50,15.85,Low Fat,0.13727,Canned,94.4094,OUT017,2007,,Tier 2,Supermarket Type1,1904.188
FDT40,5.985,Low Fat,0.09599,Frozen Foods,127.3678,OUT045,2002,,Tier 2,Supermarket Type1,508.6712
FDD50,18.85,Low Fat,0.142443,Canned,170.4132,OUT017,2007,,Tier 2,Supermarket Type1,4396.943
DRI23,18.85,Low Fat,0.13741,Hard Drinks,161.7578,OUT049,1999,Medium,Tier 1,Supermarket Type1,1604.578
FDQ46,7.51,Low Fat,0.1044,Snack Foods,113.5544,OUT017,2007,,Tier 2,Supermarket Type1,894.8352
NCW06,16.2,Low Fat,0,Household,190.8162,OUT035,2004,Small,Tier 2,Supermarket Type1,3271.075
NCX06,17.6,Low Fat,0.015751,Household,182.5976,OUT018,2009,Medium,Tier 3,Supermarket Type2,1629.878
NCE19,8.97,Low Fat,0.092937,Household,54.6956,OUT013,1987,High,Tier 3,Supermarket Type1,764.3384
FDI60,7.22,Regular,0.038289,Baking Goods,64.751,OUT013,1987,High,Tier 3,Supermarket Type1,126.502
FDC47,,Low Fat,0.208162,Snack Foods,228.1694,OUT019,1985,Small,Tier 1,Grocery Store,228.3694
FDE02,8.71,Low Fat,0.121936,Canned,94.4778,OUT017,2007,,Tier 2,Supermarket Type1,2628.578
FDE11,17.7,Regular,0.135646,Starchy Foods,186.0924,OUT018,2009,Medium,Tier 3,Supermarket Type2,3516.756
FDP11,15.85,Low Fat,0.069241,Breads,217.5166,OUT045,2002,,Tier 2,Supermarket Type1,653.1498
FDB08,6.055,Low Fat,0.031279,Fruits and Vegetables,160.3578,OUT017,2007,,Tier 2,Supermarket Type1,2406.867
FDL48,,Regular,0.081868,Baking Goods,46.8034,OUT027,1985,Medium,Tier 3,Supermarket Type3,1069.275
FDH26,19.25,Regular,0.034754,Canned,141.5496,OUT049,1999,Medium,Tier 1,Supermarket Type1,1976.094
FDI33,16.5,Low Fat,0.028476,Snack Foods,91.0146,OUT045,2002,,Tier 2,Supermarket Type1,1368.219
FDQ26,13.5,Regular,0.067872,Dairy,57.8562,OUT046,1997,Small,Tier 1,Supermarket Type1,355.5372
FDN03,,Regular,0.026421,Meat,250.9408,OUT019,1985,Small,Tier 1,Grocery Store,1001.363
FDO13,7.865,Low Fat,0.061184,Breakfast,164.5526,OUT045,2002,,Tier 2,Supermarket Type1,1644.526
NCJ29,10.6,Low Fat,0.035248,Health and Hygiene,84.7224,OUT049,1999,Medium,Tier 1,Supermarket Type1,1619.226
FDE52,,Regular,0.029742,Dairy,88.9514,OUT027,1985,Medium,Tier 3,Supermarket Type3,3453.505
FDA52,16.2,Regular,0.128398,Frozen Foods,178.337,OUT035,2004,Small,Tier 2,Supermarket Type1,1411.496
FDF57,14.5,Regular,0.058919,Fruits and Vegetables,169.7448,OUT049,1999,Medium,Tier 1,Supermarket Type1,3238.451
NCO26,7.235,Low Fat,0.076792,Household,116.4492,OUT013,1987,High,Tier 3,Supermarket Type1,2316.984
DRL59,16.75,Low Fat,0.02122,Hard Drinks,55.1298,OUT035,2004,Small,Tier 2,Supermarket Type1,1240.385
FDC60,,Regular,0.200426,Baking Goods,88.8514,OUT019,1985,Small,Tier 1,Grocery Store,265.6542
DRD25,,Low Fat,0.07859,Soft Drinks,113.286,OUT027,1985,Medium,Tier 3,Supermarket Type3,2716.464
FDB26,14,Regular,0.031262,Canned,52.564,OUT035,2004,Small,Tier 2,Supermarket Type1,639.168
FDK51,19.85,Low Fat,0.005235,Dairy,265.8884,OUT046,1997,Small,Tier 1,Supermarket Type1,2649.884
FDE53,10.895,Low Fat,0.027032,Frozen Foods,106.328,OUT017,2007,,Tier 2,Supermarket Type1,852.224
FDV24,5.635,Low Fat,0.172857,Baking Goods,148.205,OUT010,1998,,Tier 3,Grocery Store,449.415
FDI34,10.65,Regular,0.085618,Snack Foods,229.3668,OUT017,2007,,Tier 2,Supermarket Type1,2303.668
FDL36,15.1,Low Fat,0.127335,Baking Goods,88.283,OUT010,1998,,Tier 3,Grocery Store,89.883
NCA54,16.5,Low Fat,0.036642,Household,178.7318,OUT046,1997,Small,Tier 1,Supermarket Type1,1263.023
FDI38,13.35,Regular,0.014657,Canned,208.5638,OUT045,2002,,Tier 2,Supermarket Type1,2277.702
FDG31,12.15,Low Fat,0.037865,Meat,63.0826,OUT013,1987,High,Tier 3,Supermarket Type1,322.913
FDA21,13.65,Low Fat,0.036017,Snack Foods,186.3924,OUT049,1999,Medium,Tier 1,Supermarket Type1,1295.647
FDI09,20.75,Regular,0.129539,Seafood,240.288,OUT049,1999,Medium,Tier 1,Supermarket Type1,2396.88
FDI20,19.1,Low Fat,0.038532,Fruits and Vegetables,210.6586,OUT013,1987,High,Tier 3,Supermarket Type1,5487.524
DRI51,17.25,LF,0,Dairy,171.5764,OUT045,2002,,Tier 2,Supermarket Type1,4637.963
DRZ11,,Regular,0.112119,Soft Drinks,123.0388,OUT027,1985,Medium,Tier 3,Supermarket Type3,1981.421
FDY07,,Low Fat,0,Fruits and Vegetables,45.9402,OUT027,1985,Medium,Tier 3,Supermarket Type3,872.8638
FDC58,10.195,Low Fat,0.041907,Snack Foods,43.8428,OUT013,1987,High,Tier 3,Supermarket Type1,175.7712
NCC30,16.6,Low Fat,0.027556,Household,176.6344,OUT013,1987,High,Tier 3,Supermarket Type1,1962.778
FDY03,17.6,Regular,0.076058,Meat,111.8202,OUT013,1987,High,Tier 3,Supermarket Type1,2025.364
FDZ44,8.185,Low Fat,0.038729,Fruits and Vegetables,117.1808,OUT046,1997,Small,Tier 1,Supermarket Type1,1874.893
FDP28,13.65,Regular,0.080804,Frozen Foods,261.1936,OUT045,2002,,Tier 2,Supermarket Type1,2348.942
DRD15,10.6,Low Fat,0.056884,Dairy,231.9642,OUT049,1999,Medium,Tier 1,Supermarket Type1,3020.735
FDL08,10.8,Low Fat,0.05,Fruits and Vegetables,243.9144,OUT017,2007,,Tier 2,Supermarket Type1,4655.274
FDP25,15.2,Low Fat,0.021208,Canned,219.4824,OUT046,1997,Small,Tier 1,Supermarket Type1,1747.059
DRK59,8.895,Low Fat,0,Hard Drinks,232.9616,OUT045,2002,,Tier 2,Supermarket Type1,2812.339
DRJ24,11.8,Low Fat,0.113308,Soft Drinks,187.0924,OUT035,2004,Small,Tier 2,Supermarket Type1,1850.924
FDU33,7.63,Regular,0.225477,Snack Foods,45.1402,OUT010,1998,,Tier 3,Grocery Store,45.9402
FDX47,6.55,Regular,0.0348,Breads,157.5288,OUT017,2007,,Tier 2,Supermarket Type1,1571.288
FDR46,16.85,Low Fat,0.139302,Snack Foods,144.976,OUT013,1987,High,Tier 3,Supermarket Type1,2783.044
FDZ56,,Low Fat,0.025612,Fruits and Vegetables,168.2474,OUT027,1985,Medium,Tier 3,Supermarket Type3,3200.501
NCO26,7.235,Low Fat,0.07729,Household,116.9492,OUT017,2007,,Tier 2,Supermarket Type1,2316.984
FDV38,19.25,Low Fat,0.101755,Dairy,55.1956,OUT035,2004,Small,Tier 2,Supermarket Type1,491.3604
FDL13,13.85,Regular,0.094266,Breakfast,233.93,OUT010,1998,,Tier 3,Grocery Store,233.03
FDD57,18.1,LF,0.022381,Fruits and Vegetables,93.6094,OUT013,1987,High,Tier 3,Supermarket Type1,476.047
FDE46,18.6,Low Fat,0.015757,Snack Foods,153.1366,OUT013,1987,High,Tier 3,Supermarket Type1,3173.869
FDB28,6.615,Low Fat,0.156308,Dairy,196.3426,OUT010,1998,,Tier 3,Grocery Store,790.9704
FDC41,15.6,Low Fat,0.195689,Frozen Foods,77.367,OUT010,1998,,Tier 3,Grocery Store,153.134
DRI23,18.85,Low Fat,0.137475,Hard Drinks,158.6578,OUT045,2002,,Tier 2,Supermarket Type1,3369.614
FDL33,7.235,Low Fat,0,Snack Foods,197.2452,OUT035,2004,Small,Tier 2,Supermarket Type1,2348.942
FDS03,7.825,Low Fat,0.079629,Meat,63.4826,OUT046,1997,Small,Tier 1,Supermarket Type1,2002.061
NCY18,,Low Fat,0.031001,Household,177.0054,OUT027,1985,Medium,Tier 3,Supermarket Type3,2101.265
FDE50,19.7,Regular,0.016203,Canned,188.2556,OUT035,2004,Small,Tier 2,Supermarket Type1,3379.601
FDT02,12.6,Low Fat,0.02419,Dairy,34.4874,OUT035,2004,Small,Tier 2,Supermarket Type1,494.0236
FDI34,10.65,Regular,0.085309,Snack Foods,230.2668,OUT045,2002,,Tier 2,Supermarket Type1,5759.17
FDO15,16.75,Regular,0.008565,Meat,73.2038,OUT035,2004,Small,Tier 2,Supermarket Type1,1404.172
DRI39,13.8,LF,0.097457,Dairy,55.393,OUT018,2009,Medium,Tier 3,Supermarket Type2,1018.674
NCO14,9.6,Low Fat,0.029619,Household,43.6086,OUT013,1987,High,Tier 3,Supermarket Type1,624.5204
NCN19,13.1,Low Fat,0,Others,189.253,OUT046,1997,Small,Tier 1,Supermarket Type1,1518.024
DRJ25,14.6,Low Fat,0.150873,Soft Drinks,47.5692,OUT045,2002,,Tier 2,Supermarket Type1,1379.538
FDE10,6.67,Regular,0.090315,Snack Foods,130.5626,OUT018,2009,Medium,Tier 3,Supermarket Type2,1180.463
FDQ08,15.7,Regular,0.01893,Fruits and Vegetables,59.4536,OUT046,1997,Small,Tier 1,Supermarket Type1,857.5504
NCQ43,17.75,LF,0.111209,Others,107.7912,OUT013,1987,High,Tier 3,Supermarket Type1,982.7208
FDY57,20.2,reg,0.121153,Snack Foods,97.3752,OUT013,1987,High,Tier 3,Supermarket Type1,958.752
FDQ34,10.85,Low Fat,0.16316,Snack Foods,107.4622,OUT017,2007,,Tier 2,Supermarket Type1,1693.795
NCG19,20.25,Low Fat,0.148164,Household,232.7616,OUT049,1999,Medium,Tier 1,Supermarket Type1,1874.893
FDI33,,Low Fat,0.028281,Snack Foods,90.2146,OUT027,1985,Medium,Tier 3,Supermarket Type3,3648.584
FDW27,5.86,Regular,0.150853,Meat,156.0314,OUT046,1997,Small,Tier 1,Supermarket Type1,2016.708
FDH04,6.115,Regular,0.011437,Frozen Foods,92.4488,OUT017,2007,,Tier 2,Supermarket Type1,1358.232
FDZ39,19.7,Regular,0.018025,Meat,104.499,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99
NCK19,9.8,Low Fat,0.090449,Others,194.5478,OUT035,2004,Small,Tier 2,Supermarket Type1,774.9912
FDY20,12.5,Regular,0.081753,Fruits and Vegetables,89.0488,OUT046,1997,Small,Tier 1,Supermarket Type1,1267.683
FDN39,19.35,Regular,0.109668,Meat,166.0816,OUT010,1998,,Tier 3,Grocery Store,671.1264
NCY41,16.75,Low Fat,0.075736,Health and Hygiene,34.5532,OUT046,1997,Small,Tier 1,Supermarket Type1,323.5788
NCN14,19.1,Low Fat,0.091918,Others,182.7608,OUT046,1997,Small,Tier 1,Supermarket Type1,1837.608
FDR07,21.35,Low Fat,0.130127,Fruits and Vegetables,96.2094,OUT010,1998,,Tier 3,Grocery Store,190.4188
FDW49,19.5,LF,0.082484,Canned,179.2002,OUT013,1987,High,Tier 3,Supermarket Type1,2865.603
FDN23,6.575,Regular,0.075508,Breads,146.4444,OUT046,1997,Small,Tier 1,Supermarket Type1,1596.588
FDS33,6.67,Regular,0.124127,Snack Foods,88.9514,OUT017,2007,,Tier 2,Supermarket Type1,2125.234
FDY36,12.3,Low Fat,0.009425,Baking Goods,74.838,OUT049,1999,Medium,Tier 1,Supermarket Type1,1537.998
FDH20,16.1,Regular,0.025,Fruits and Vegetables,97.841,OUT045,2002,,Tier 2,Supermarket Type1,1255.033
FDR15,,Regular,0.058546,Meat,155.8314,OUT019,1985,Small,Tier 1,Grocery Store,310.2628
NCP50,17.35,Low Fat,0.020676,Others,80.6618,OUT017,2007,,Tier 2,Supermarket Type1,1208.427
FDS40,15.35,Low Fat,0.023466,Frozen Foods,35.219,OUT010,1998,,Tier 3,Grocery Store,36.619
FDG38,8.975,Regular,0.052729,Canned,86.4224,OUT046,1997,Small,Tier 1,Supermarket Type1,1022.669
NCO18,13.15,Low Fat,0.024631,Household,178.2686,OUT013,1987,High,Tier 3,Supermarket Type1,2666.529
NCO54,19.5,LF,0.014274,Household,55.6614,OUT046,1997,Small,Tier 1,Supermarket Type1,718.3982
NCW18,15.1,Low Fat,0.059314,Household,238.1248,OUT035,2004,Small,Tier 2,Supermarket Type1,4266.446
FDB36,5.465,Regular,0.048518,Baking Goods,132.9626,OUT035,2004,Small,Tier 2,Supermarket Type1,2360.927
FDJ45,17.75,Low Fat,0.07335,Seafood,34.2216,OUT013,1987,High,Tier 3,Supermarket Type1,934.7832
FDP60,,Low Fat,0.055648,Baking Goods,100.3016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2833.645
DRD12,6.96,Low Fat,0.077129,Soft Drinks,92.7146,OUT013,1987,High,Tier 3,Supermarket Type1,1733.077
FDR47,17.85,Low Fat,0.087825,Breads,196.0794,OUT018,2009,Medium,Tier 3,Supermarket Type2,1755.715
FDJ10,5.095,Regular,0.130031,Snack Foods,142.4838,OUT018,2009,Medium,Tier 3,Supermarket Type2,561.9352
DRC25,5.73,Low Fat,0.045334,Soft Drinks,87.0882,OUT013,1987,High,Tier 3,Supermarket Type1,1803.652
NCW54,7.5,Low Fat,0.096333,Household,57.8588,OUT013,1987,High,Tier 3,Supermarket Type1,1145.176
FDA26,7.855,Regular,0.073859,Dairy,218.6482,OUT013,1987,High,Tier 3,Supermarket Type1,3723.819
DRF01,5.655,LF,0.175047,Soft Drinks,146.9102,OUT035,2004,Small,Tier 2,Supermarket Type1,1895.533
NCZ17,12.15,Low Fat,0.132952,Health and Hygiene,37.6506,OUT010,1998,,Tier 3,Grocery Store,37.9506
FDK46,9.6,Low Fat,0.086146,Snack Foods,258.362,OUT010,1998,,Tier 3,Grocery Store,259.662
NCU41,18.85,Low Fat,0.052012,Health and Hygiene,190.3846,OUT013,1987,High,Tier 3,Supermarket Type1,3630.607
FDV20,20.2,Regular,0.05979,Fruits and Vegetables,127.4678,OUT035,2004,Small,Tier 2,Supermarket Type1,3560.698
FDT15,12.15,Regular,0.07144,Meat,182.295,OUT010,1998,,Tier 3,Grocery Store,549.285
DRI25,19.6,Low Fat,0.033954,Soft Drinks,56.4614,OUT049,1999,Medium,Tier 1,Supermarket Type1,773.6596
FDA40,16,Regular,0.099271,Frozen Foods,88.5856,OUT046,1997,Small,Tier 1,Supermarket Type1,878.856
FDZ15,,Low Fat,0.02077,Dairy,117.5782,OUT027,1985,Medium,Tier 3,Supermarket Type3,2741.099
FDM13,6.425,Low Fat,0.063163,Breakfast,132.2626,OUT035,2004,Small,Tier 2,Supermarket Type1,2098.602
NCM05,6.825,Low Fat,0.059847,Health and Hygiene,262.5226,OUT046,1997,Small,Tier 1,Supermarket Type1,9779.936
FDD38,,reg,0.014343,Canned,103.7674,OUT019,1985,Small,Tier 1,Grocery Store,203.7348
DRI01,7.97,Low Fat,0.057667,Soft Drinks,172.1422,OUT010,1998,,Tier 3,Grocery Store,517.3266
DRG13,17.25,Low Fat,0.037155,Soft Drinks,166.4526,OUT013,1987,High,Tier 3,Supermarket Type1,3782.41
NCT30,9.1,Low Fat,0.080418,Household,48.8718,OUT049,1999,Medium,Tier 1,Supermarket Type1,425.4462
NCG42,19.2,Low Fat,0.041228,Household,129.831,OUT046,1997,Small,Tier 1,Supermarket Type1,1947.465
FDB14,,Regular,0.102226,Canned,91.312,OUT027,1985,Medium,Tier 3,Supermarket Type3,3075.996
FDO27,,Regular,0.17821,Meat,95.7752,OUT027,1985,Medium,Tier 3,Supermarket Type3,3930.883
FDC14,14.5,Regular,0.069042,Canned,41.4454,OUT010,1998,,Tier 3,Grocery Store,41.9454
FDB49,,Regular,0.052791,Baking Goods,98.5384,OUT019,1985,Small,Tier 1,Grocery Store,591.2304
FDZ23,17.75,Regular,0.067608,Baking Goods,188.024,OUT049,1999,Medium,Tier 1,Supermarket Type1,2796.36
FDJ52,7.145,Low Fat,0.017887,Frozen Foods,160.6578,OUT017,2007,,Tier 2,Supermarket Type1,1765.036
FDJ56,8.985,Low Fat,0.18444,Fruits and Vegetables,99.67,OUT017,2007,,Tier 2,Supermarket Type1,3295.71
NCR54,16.35,low fat,0.091074,Household,196.811,OUT017,2007,,Tier 2,Supermarket Type1,3338.987
DRF01,5.655,Low Fat,0,Soft Drinks,147.5102,OUT046,1997,Small,Tier 1,Supermarket Type1,1166.482
DRK12,9.5,Low Fat,0.041951,Soft Drinks,32.49,OUT049,1999,Medium,Tier 1,Supermarket Type1,865.54
FDL58,5.78,Regular,0.074087,Snack Foods,264.9568,OUT013,1987,High,Tier 3,Supermarket Type1,6855.077
FDD44,8.05,Regular,0,Fruits and Vegetables,257.5646,OUT013,1987,High,Tier 3,Supermarket Type1,5153.292
FDT50,6.75,Regular,0.10868,Dairy,95.6752,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.378
DRM23,16.6,Low Fat,0.136501,Hard Drinks,173.3422,OUT017,2007,,Tier 2,Supermarket Type1,4138.613
NCM31,6.095,Low Fat,0.081361,Others,141.9154,OUT045,2002,,Tier 2,Supermarket Type1,2694.493
FDY21,15.1,Low Fat,0,Snack Foods,197.211,OUT010,1998,,Tier 3,Grocery Store,196.411
FDR22,19.35,Regular,0.018591,Snack Foods,112.9544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.253
NCV06,11.3,Low Fat,0.066953,Household,192.0478,OUT018,2009,Medium,Tier 3,Supermarket Type2,3099.965
FDR45,10.8,Low Fat,0.029107,Snack Foods,240.5222,OUT017,2007,,Tier 2,Supermarket Type1,4541.422
FDH60,19.7,Regular,0,Baking Goods,194.411,OUT049,1999,Medium,Tier 1,Supermarket Type1,5106.686
FDR08,,Low Fat,0.065873,Fruits and Vegetables,113.1886,OUT019,1985,Small,Tier 1,Grocery Store,111.1886
FDA47,10.5,Regular,0.117149,Baking Goods,164.121,OUT018,2009,Medium,Tier 3,Supermarket Type2,1794.331
FDS37,7.655,Low Fat,0.031995,Canned,114.3492,OUT049,1999,Medium,Tier 1,Supermarket Type1,1853.587
FDF12,8.235,Low Fat,0.082764,Baking Goods,146.5076,OUT018,2009,Medium,Tier 3,Supermarket Type2,1625.884
FDP24,20.6,Low Fat,0.083004,Baking Goods,119.4756,OUT046,1997,Small,Tier 1,Supermarket Type1,1090.58
FDU20,19.35,Regular,0.021491,Fruits and Vegetables,122.1098,OUT049,1999,Medium,Tier 1,Supermarket Type1,2892.235
FDW44,9.5,Regular,0.058836,Fruits and Vegetables,170.2448,OUT010,1998,,Tier 3,Grocery Store,170.4448
FDY39,5.305,Regular,0.078716,Meat,183.5608,OUT010,1998,,Tier 3,Grocery Store,551.2824
DRD37,9.8,Low Fat,0.01387,Soft Drinks,47.406,OUT045,2002,,Tier 2,Supermarket Type1,978.726
FDZ35,9.6,Regular,0.022274,Breads,101.699,OUT035,2004,Small,Tier 2,Supermarket Type1,2992.771
FDB50,13,LF,0.153619,Canned,79.6986,OUT046,1997,Small,Tier 1,Supermarket Type1,1480.073
FDY10,17.6,Low Fat,0.049268,Snack Foods,113.0176,OUT018,2009,Medium,Tier 3,Supermarket Type2,2862.94
FDK41,14.3,Low Fat,0.128263,Frozen Foods,83.4224,OUT017,2007,,Tier 2,Supermarket Type1,681.7792
FDL24,10.3,Regular,0.024947,Baking Goods,172.3422,OUT045,2002,,Tier 2,Supermarket Type1,5690.593
FDZ07,15.1,Regular,0.157155,Fruits and Vegetables,62.2194,OUT010,1998,,Tier 3,Grocery Store,185.7582
DRI03,6.03,Low Fat,0.022832,Dairy,176.7028,OUT017,2007,,Tier 2,Supermarket Type1,1416.822
FDW56,7.68,Low Fat,0.0709,Fruits and Vegetables,192.6162,OUT046,1997,Small,Tier 1,Supermarket Type1,5580.07
FDR20,20,Regular,0.028181,Fruits and Vegetables,46.8744,OUT045,2002,,Tier 2,Supermarket Type1,905.488
FDC50,15.85,Low Fat,0.136498,Canned,96.3094,OUT046,1997,Small,Tier 1,Supermarket Type1,2856.282
NCX05,15.2,Low Fat,0.162462,Health and Hygiene,117.6492,OUT010,1998,,Tier 3,Grocery Store,347.5476
FDU23,12.15,Low Fat,0,Breads,164.7184,OUT046,1997,Small,Tier 1,Supermarket Type1,3962.842
FDN45,19.35,Low Fat,0.11808,Snack Foods,222.6088,OUT035,2004,Small,Tier 2,Supermarket Type1,6040.138
FDQ51,,Regular,0.017466,Meat,45.4718,OUT027,1985,Medium,Tier 3,Supermarket Type3,1323.61
FDH21,,Low Fat,0.031074,Seafood,157.5604,OUT027,1985,Medium,Tier 3,Supermarket Type3,5704.574
DRZ11,8.85,Regular,0.113302,Soft Drinks,125.1388,OUT017,2007,,Tier 2,Supermarket Type1,1114.549
NCI43,19.85,Low Fat,0.025969,Household,49.5376,OUT046,1997,Small,Tier 1,Supermarket Type1,1006.69
DRF03,19.1,Low Fat,0.0454,Dairy,38.8138,OUT045,2002,,Tier 2,Supermarket Type1,690.4346
NCF30,17,Low Fat,0.126958,Household,125.8362,OUT017,2007,,Tier 2,Supermarket Type1,2516.724
FDB12,11.15,Regular,0.105308,Baking Goods,102.0648,OUT046,1997,Small,Tier 1,Supermarket Type1,1038.648
FDW19,12.35,Regular,0.0385,Fruits and Vegetables,110.757,OUT046,1997,Small,Tier 1,Supermarket Type1,1208.427
FDB45,20.85,Low Fat,0.021373,Fruits and Vegetables,103.3306,OUT045,2002,,Tier 2,Supermarket Type1,522.653
FDY55,,Low Fat,0,Fruits and Vegetables,255.7988,OUT027,1985,Medium,Tier 3,Supermarket Type3,9251.957
FDK40,7.035,Low Fat,0,Frozen Foods,263.291,OUT010,1998,,Tier 3,Grocery Store,525.982
FDU11,4.785,Low Fat,0.092971,Breads,122.0098,OUT018,2009,Medium,Tier 3,Supermarket Type2,2048.667
FDP33,,Low Fat,0.08884,Snack Foods,254.2672,OUT027,1985,Medium,Tier 3,Supermarket Type3,10993.69
FDN49,17.25,Regular,0.2096,Breakfast,40.348,OUT010,1998,,Tier 3,Grocery Store,39.948
FDR15,9.3,Regular,0.033506,Meat,153.4314,OUT045,2002,,Tier 2,Supermarket Type1,2482.102
FDO38,17.25,Low Fat,0.072987,Canned,78.8986,OUT045,2002,,Tier 2,Supermarket Type1,1635.871
DRC24,17.85,Low Fat,0.024962,Soft Drinks,153.1998,OUT017,2007,,Tier 2,Supermarket Type1,3383.596
NCU17,,Low Fat,0.092434,Health and Hygiene,101.6674,OUT027,1985,Medium,Tier 3,Supermarket Type3,1426.144
FDK22,9.8,Low Fat,0.026082,Snack Foods,217.585,OUT035,2004,Small,Tier 2,Supermarket Type1,4327.7
DRP35,18.85,Low Fat,0.090792,Hard Drinks,127.1336,OUT013,1987,High,Tier 3,Supermarket Type1,3579.341
NCL29,9.695,Low Fat,0.113918,Health and Hygiene,158.2604,OUT035,2004,Small,Tier 2,Supermarket Type1,2693.827
FDG53,10,Low Fat,0.045928,Frozen Foods,138.118,OUT049,1999,Medium,Tier 1,Supermarket Type1,1957.452
DRM23,16.6,Low Fat,0.13562,Hard Drinks,172.9422,OUT013,1987,High,Tier 3,Supermarket Type1,2931.517
FDR09,18.25,Low Fat,0.07771,Snack Foods,259.6962,OUT035,2004,Small,Tier 2,Supermarket Type1,5438.92
NCJ30,5.82,Low Fat,0.134976,Household,170.579,OUT010,1998,,Tier 3,Grocery Store,509.337
FDZ04,9.31,Low Fat,0.037955,Frozen Foods,62.151,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.769
FDM10,18.25,Low Fat,0.076126,Snack Foods,214.0218,OUT045,2002,,Tier 2,Supermarket Type1,2564.662
FDR21,19.7,Low Fat,0.06704,Snack Foods,178.337,OUT049,1999,Medium,Tier 1,Supermarket Type1,1411.496
DRJ49,6.865,Low Fat,0.014022,Soft Drinks,127.1652,OUT045,2002,,Tier 2,Supermarket Type1,1291.652
FDJ15,11.35,Regular,0.023359,Dairy,184.4608,OUT049,1999,Medium,Tier 1,Supermarket Type1,4042.738
FDO34,17.7,Low Fat,0.029933,Snack Foods,169.0816,OUT035,2004,Small,Tier 2,Supermarket Type1,5201.23
NCG30,,Low Fat,0.111777,Household,124.6046,OUT027,1985,Medium,Tier 3,Supermarket Type3,2863.606
FDS60,20.85,Low Fat,0.032449,Baking Goods,177.866,OUT046,1997,Small,Tier 1,Supermarket Type1,1078.596
